0,0,0,0,0,0,0,4,3,0,0,2,1,0
0,0,0,0,1,2,0,5,4,3,0,0,0,0
0,0,0,5,0,0,0,0,2,1,4,0,0,3
0,0,0,3,2,1,0,0,0,0,0,0,0,0
1,0,0,0,0,6,0,2,3,0,0,4,5,0
0,0,0,3,0,0,0,0,0,0,2,0,0,1
0,0,0,0,3,2,0,0,0,1,0,0,0,0
6,7,5,0,0,4,0,0,0,0,1,0,3,2
0,1,0,2,3,4,0,0,0,0,0,0,0,0
0,8,9,7,2,3,1,0,0,0,6,5,4,0
0,0,0,1,0,0,0,0,0,0,2,3,4,0
0,0,0,0,0,0,0,0,0,0,2,1,0,3
9,0,10,0,6,5,7,8,0,0,2,3,4,1
2,1,0,0,0,0,0,3,4,5,0,0,0,0
0,0,1,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,3,0,0,0,0
0,0,0,0,5,0,4,3,2,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,3,2
2,3,0,4,5,0,6,1,0,0,0,0,0,0
0,0,0,3,2,8,1,0,6,7,4,0,0,5
0,0,0,0,1,0,2,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,3,2,4,0,0,1,0,0,0,0
4,5,0,0,0,0,0,3,2,1,0,0,0,0
1,2,0,3,0,0,0,0,0,0,4,5,0,0
