0,1,0,2,0,6,0,0,0,7,3,0,5,4
0,0,0,0,0,2,0,0,0,1,0,0,0,0
2,0,1,0,0,7,0,3,4,0,0,5,6,0
0,3,2,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,2,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,2,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,1,4,3
3,0,4,0,0,5,1,2,0,0,0,0,6,0
1,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,3,0,0,0,1,2
0,0,0,0,0,0,0,0,2,1,0,0,0,3
0,0,0,0,2,3,1,0,6,7,0,0,4,5
2,0,1,0,0,0,0,3,4,0,0,0,6,5
2,1,0,6,5,11,4,3,9,10,7,0,12,8
0,0,0,0,0,1,0,0,0,0,0,0,2,0
0,0,0,0,3,4,2,1,0,0,0,0,0,0
2,0,3,0,0,4,0,1,0,5,0,0,0,0
3,1,2,7,6,0,5,4,0,0,8,0,0,9
0,0,0,1,0,0,0,0,0,0,2,3,0,0
0,2,1,3,0,0,0,0,6,7,4,5,0,0
0,0,0,3,2,0,1,0,0,0,4,5,0,0
0,0,0,5,6,0,0,0,2,1,4,3,0,0
0,0,0,4,5,0,6,0,0,0,3,0,1,2
0,0,0,1,0,0,0,0,0,0,2,0,0,0
