0,0,0,3,2,0,1,0,0,0,0,0,0,0
0,0,6,0,0,5,0,0,3,4,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,1,0,2,0,0,0,0,0,0,3,4,5,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,3,0,0,0,0,0
0,0,0,0,0,0,0,0,2,1,0,3,4,0
0,0,0,3,4,0,0,0,0,0,2,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,2,0
0,0,0,0,0,1,0,0,3,2,0,4,0,0
3,0,4,7,6,5,1,2,10,11,8,9,0,0
1,0,2,0,4,3,5,0,0,0,0,0,0,0
6,5,0,4,3,2,0,0,0,0,0,0,1,0
0,2,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,2,0,0,0,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,6,5,4,0,0,3,2,0
0,0,0,0,0,3,0,0,0,4,0,1,2,0
0,0,0,0,0,0,0,0,0,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,1
