0,0,0,0,0,0,0,1,2,0,0,3,0,0
0,0,0,0,3,0,2,1,0,0,0,0,0,0
0,3,2,4,0,1,0,0,0,0,5,6,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0
0,5,6,4,0,7,0,0,0,0,3,0,1,2
1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,5,0,6,0,1,0,3,2,0,0
4,0,0,0,0,0,0,3,2,1,0,0,0,0
0,1,0,2,0,0,0,0,0,0,3,4,5,0
2,0,1,0,0,0,0,3,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,2,4,5,0,1,0,0,0,0
3,0,4,0,0,5,0,2,1,0,0,0,0,0
1,0,0,0,0,6,0,2,3,0,0,0,5,4
0,0,0,0,0,1,0,0,0,0,4,3,2,0
6,4,5,3,9,10,8,7,0,11,2,1,0,0
0,4,3,5,0,2,0,0,0,1,6,0,8,7
3,0,0,0,0,0,1,2,0,0,0,0,0,0
3,2,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,2,0,0,1
0,2,3,1,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,1,0,3,0,0,2
0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,4,3,0,1,0,0,2
0,2,0,1,0,0,0,0,0,0,0,0,0,0
