0,0,0,0,0,1,0,0,0,0,0,0,2,0
3,0,2,0,0,1,0,4,0,0,0,0,0,0
8,7,0,6,5,4,0,9,1,0,0,2,3,0
1,0,2,9,10,3,11,0,6,0,8,5,4,7
0,0,1,0,0,2,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,4,3,0,1,0,0,2
0,0,0,0,0,0,4,3,2,0,0,1,0,0
0,0,0,6,5,4,0,0,0,0,1,2,3,0
0,3,2,0,0,1,0,0,0,0,0,0,0,0
0,1,2,0,0,3,0,0,0,0,0,0,0,0
0,0,0,2,3,0,0,0,0,0,1,0,0,0
0,1,0,2,0,0,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,3,0,0,0
0,0,3,0,1,2,0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,3,4
0,6,0,5,4,3,0,0,1,2,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,4,3,0
0,0,0,0,0,0,0,0,1,0,0,0,0,2
0,0,0,0,0,0,0,0,1,2,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,3,0
