0,0,0,4,3,2,0,8,7,0,5,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,2,3,0,4,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,1
2,0,3,0,0,4,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,2,3
6,5,4,0,0,3,0,0,1,2,0,0,0,0
0,0,0,0,2,3,1,0,0,4,0,0,0,0
0,0,2,0,0,1,0,0,0,0,0,0,0,0
0,0,0,5,6,0,7,0,2,0,4,3,0,1
1,0,0,0,0,0,0,2,3,0,5,4,0,0
0,0,0,1,0,0,0,0,0,0,2,0,0,0
0,0,0,2,1,0,0,0,0,0,3,0,0,4
4,0,3,0,7,2,6,5,0,0,0,0,1,0
0,1,2,0,0,3,0,0,0,0,6,5,4,7
0,1,2,0,0,3,0,0,0,0,0,0,0,0
0,0,0,2,3,0,4,5,0,0,1,0,0,0
0,1,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,4,1,2,0,0
0,0,1,0,0,2,0,0,4,3,0,0,0,0
3,1,2,0,6,0,5,4,0,0,0,0,0,0
4,2,3,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,3,0,0,5,4,0,6,0,0
0,0,1,0,0,2,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,3,0,0,0,0,0,0
