0,0,0,0,0,0,0,0,4,0,0,3,2,1
2,1,0,0,0,0,0,3,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,2,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,2,3,0,0,0,0,0
2,0,3,0,0,4,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,1,0,0,0,0
0,0,0,0,0,0,1,2,3,0,0,4,0,0
0,0,0,0,2,3,1,0,0,0,0,0,4,5
5,0,0,1,2,0,3,4,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,9,8,7,0,3,4,5,6
0,0,0,0,2,1,0,0,0,0,0,0,0,0
0,4,3,5,0,2,0,11,10,1,6,7,8,9
2,3,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,4,5,0,0,0,0,0,3,2,1,0
0,0,0,3,2,1,0,0,0,0,0,0,0,0
0,4,3,0,0,2,0,0,0,0,0,0,1,0
0,0,1,0,0,2,6,5,4,3,0,0,0,0
0,0,1,0,3,2,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,3,0,0,0
0,1,0,2,0,6,0,0,0,0,3,0,5,4
5,4,0,3,2,1,0,6,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,0,0,3,4,5
7,0,0,3,4,0,5,6,0,0,2,0,0,1
