1,2,0,3,0,0,0,0,0,0,4,0,0,5
0,0,0,0,0,0,0,0,2,0,0,1,0,0
0,0,0,0,4,3,5,0,0,0,0,1,2,0
0,4,3,0,0,2,0,0,0,1,0,0,0,0
1,0,0,0,0,0,3,2,0,0,0,0,0,0
5,4,0,3,0,0,0,0,0,0,2,1,0,0
3,0,2,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1,2,0,0,0,0,0,0
2,0,3,11,12,4,13,1,6,5,10,9,8,7
0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,2,0
4,3,0,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,2,1,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,0,3,2,1,0
0,0,0,0,0,1,0,0,0,0,0,3,2,0
0,0,0,0,0,0,0,0,1,0,3,2,0,0
4,5,0,0,0,0,0,3,2,0,0,1,0,0
3,2,0,1,0,0,0,0,0,0,0,0,0,0
