1,0,0,5,4,0,3,2,8,9,6,7,0,0
0,0,0,0,0,1,0,0,0,0,0,0,2,3
0,0,0,0,2,1,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,3,0,1,0,0,2
7,0,0,0,4,3,5,6,0,0,0,1,2,0
7,8,0,0,4,3,5,6,0,0,0,0,2,1
4,3,0,2,1,0,0,0,0,0,0,0,0,0
0,0,6,3,4,5,0,0,0,0,2,0,0,1
7,0,6,3,4,5,0,0,0,0,2,0,0,1
0,0,0,1,2,3,0,0,0,4,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,2,0
0,1,2,0,0,3,0,0,0,4,0,0,0,0
0,0,0,0,3,4,2,1,0,0,0,0,0,0
0,2,1,3,0,0,0,0,0,0,0,0,0,0
1,2,0,3,0,0,0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,2,0,0,1,0,0
6,5,7,4,3,2,0,0,0,0,0,0,1,0
6,0,7,2,3,0,4,5,0,0,1,0,0,0
0,0,0,0,0,0,1,2,0,0,0,0,0,0
